AtcoCode,PlateCode,CommonName,CommonNameGA,ShortCommonName,ShortCommonNameGA,Street,NptgLocalityRef,Easting,Northing,Latitude,Longitude,StopType,BusStopType,TimingStatus,CompassPoint,StopAreaRef,AdministrativeAreaRef,isActive
8220DB001472,1472,Conyngham Road,Bóthar Conyngham,Conyngham Road,Bóthar Conyngham,Conyngham Road,E0822007,712790,734472,53.3484294679782,-6.30596616966113,BCT,MKD,OTH,E,822G003084,822,TRUE
8220DB001473,1473,Phoenix Park Gate,Pc an Fhionnuisce,Phoenix Park Gate,Pc an Fhionnuisce,Conyngham Road,E0822059,713284,734470,53.3483059784729,-6.29855089897715,BCT,MKD,OTH,E,822G003085,822,TRUE
8220DB001455,1455,Slievenamon Road,Br Shliabh na mBan,Slievenamon Road,Br Shliabh na mBan,Slievenamon Road,E0822008,712837,733021,53.3353851151101,-6.30577746031336,BCT,MKD,OTH,S,822G003086,822,TRUE
8220DB001467,1467,Slievenamon Road,Br Shliabh na mBan,Slievenamon Road,Br Shliabh na mBan,Slievenamon Road,E0822008,712824,733051,53.3356573760233,-6.30596187788384,BCT,MKD,OTH,S,822G003086,822,TRUE
8220DB001479,1479,Ormond Quay,Cé Urmhumhan,Ormond Quay,Cé Urmhumhan,Upper Ormond Quay,E0822013,715282,734260,53.3459880936218,-6.26863362845992,BCT,MKD,OTH,E,822G003087,822,TRUE
8220DB001480,1480,Ormond Quay Upper,Cé Urmhumhan Uacht,Ormond Quay Upper,Cé Urmhumhan Uacht,Upper Ormond Quay,E0822060,715147,734232,53.3457659646525,-6.27067029772414,BCT,MKD,OTH,W,822G003088,822,TRUE
8220DB001478,1478,Four Courts,Ceithre Cúirteanna,Four Courts,Ceithre Cúirteanna,Inns Quay,E0822060,715005,734211,53.3456082018169,-6.2728094808718,BCT,MKD,OTH,E,822G003089,822,TRUE
8220DB001474,1474,Parkgate Street,Sd Gheata na Páirce,Parkgate Street,Sd Gheata na Páirce,Parkgate Street,E0822085,713697,734440,53.3479479159584,-6.29236170464093,BCT,MKD,OTH,E,822G003090,822,TRUE
8220DB001475,1475,National Museum,,,,Wolfe Tone Quay,E0822084,714119,734355,53.3470935328814,-6.2860573363063,BCT,MKD,OTH,E,822G003091,822,TRUE
8220DB001476,1476,Sarsfield Quay,Cé Sháirséil,Sarsfield Quay,Cé Sháirséil,Wolfe Tone Quay,E0822084,714211,734355,53.3470736855762,-6.28467627539548,BCT,MKD,OTH,W,822G003092,822,TRUE
8220DB000836,836,Claude Road,Bóthar Claude,Claude Road,Bóthar Claude,Whitworth Road,E0822021,715394,736189,53.3632915018052,-6.26624916236245,BCT,MKD,OTH,W,822G003094,822,TRUE
8220DB000837,837,David Road,Bóthar Dháibhí,David Road,Bóthar Dháibhí,Whitworth Road,E0822021,715262,736240,53.3637784077115,-6.26821283704865,BCT,MKD,OTH,W,822G003095,822,TRUE
8220DB000839,839,David Road,Bóthar Dháibhí,David Road,Bóthar Dháibhí,Whitworth Road,E0822021,715292,736237,53.3637449204179,-6.26776341254,BCT,MKD,OTH,E,822G003095,822,TRUE
8220DB000838,838,Whitworth Road,Bóthar Whitworth,Whitworth Road,Bóthar Whitworth,Whitworth Road,E0822021,715129,736297,53.3643193961163,-6.27018939098142,BCT,MKD,OTH,E,822G003096,822,TRUE
8220DB000835,835,St Brigid's Rd Lower,Bóthar Bhríde Íocht,St Brigid's Rd Lower,Bóthar Bhríde Íocht,Whitworth Road,E0822021,715594,736120,53.3626280166348,-6.26327096161368,BCT,MKD,OTH,W,822G003097,822,TRUE
8220DB000821,821,Drumcliffe Road,Br Dhroim Chliabh,Drumcliffe Road,Br Dhroim Chliabh,Carnlough Road,E0822019,713555,736285,53.3645519035043,-6.29383143635442,BCT,MKD,OTH,N,822G003098,822,TRUE
8220DB000832,832,Drumcliffe Road,Br Dhroim Chliabh,Drumcliffe Road,Br Dhroim Chliabh,Carnlough Road,E0822019,713542,736182,53.3636294546039,-6.29406363489174,BCT,MKD,OTH,S,822G003098,822,TRUE
8220DB000834,834,Binns Bridge,Droichead Binns,Binns Bridge,Droichead Binns,Whitworth Road,E0822021,715785,736052,53.3619754108367,-6.26042763798587,BCT,MKD,OTH,W,822G003099,822,TRUE
8220DB000909,909,Fitzwilliam Place,Plás Mhic Liam,Fitzwilliam Place,Plás Mhic Liam,,E0822091,716286,732855,53.333147659918,-6.25407836385529,BCT,MKD,OTH,NW,822G003100,822,TRUE
8220DB000846,846,Fitzwilliam Place,Plás Mhic Liam,Fitzwilliam Place,Plás Mhic Liam,,E0822091,716283,732889,53.3334537329999,-6.25411090847857,BCT,MKD,OTH,SE,822G003100,822,TRUE
8220DB000908,908,Grand Parade,An Pharáid Mhór,Grand Parade,An Pharáid Mhór,,E0822091,716405,732636,53.3311542855348,-6.25237303421842,BCT,MKD,OTH,N,822G003101,822,TRUE
8220DB000847,847,Leeson St Upper,Sráid Líosain Uacht,Leeson St Upper,Sráid Líosain Uacht,,E0822091,716414,732686,53.3316014451627,-6.25221961965177,BCT,MKD,OTH,SE,822G003101,822,TRUE
8220DB000848,848,Sussex Road,Bóthar Sussex,Sussex Road,Bóthar Sussex,Sussex Road,E0822091,716641,732483,53.3297279908157,-6.24888799835488,BCT,MKD,OTH,SE,822G003102,822,TRUE
8220DB000844,844,Stephen's Green East,Fche Stiabhna Thoir,Stephen's Green East,Fche Stiabhna Thoir,St. Stephen's Green,E0822066,716155,733351,53.3376318720588,-6.25586239848749,BCT,MKD,OTH,SW,822G003103,822,TRUE
8220DB000840,840,Claude Road,Bóthar Claude,Claude Road,Bóthar Claude,Whitworth Road,E0822021,715450,736185,53.3632433495627,-6.26540966607288,BCT,MKD,OTH,E,822G003104,822,TRUE
8220DB000841,841,St Patrick's Road,Bóthar Phádraig,St Patrick's Road,Bóthar Phádraig,Whitworth Road,E0822021,715771,736068,53.3621221995284,-6.26063201536313,BCT,MKD,OTH,E,822G003105,822,TRUE
8220DB000843,843,Stephen's Green East,Fche Stiabhna Thoir,Stephen's Green East,Fche Stiabhna Thoir,St. Stephen's Green,E0822066,716117,733280,53.3370024314213,-6.2564587206996,BCT,MKD,OTH,SW,822G003106,822,TRUE
8220DB000842,842,Stephen's Green East,Fche Stiabhna Thoir,Stephen's Green East,Fche Stiabhna Thoir,St. Stephen's Green,E0822066,716126,733308,53.3372519750062,-6.25631338920498,BCT,MKD,OTH,SW,822G003106,822,TRUE
8220DB000830,830,Bannow Road,Bóthar Bhanú,Bannow Road,Bóthar Bhanú,Carnlough Road,E0822019,713652,736852,53.3696243716567,-6.29217098015254,BCT,MKD,OTH,SE,822G003107,822,TRUE
8220DB000823,823,Kilkieran Road,Br Chill Chiaráin,Kilkieran Road,Br Chill Chiaráin,Carnlough Road,E0822019,713721,736699,53.3682351539493,-6.29118965054413,BCT,MKD,OTH,SE,822G003107,822,TRUE
8220DB000817,817,Mater Hospital,Ospidéal an Mater,Mater Hospital,Ospidéal an Mater,,E0822056,715180,735778,53.3596462179679,-6.2696124384477,BCT,MKD,OTH,S,822G003108,822,TRUE
8220DB000796,796,Berkeley Road,Bóthar Berkeley,Berkeley Road,Bóthar Berkeley,,E0822056,715163,735819,53.3600182144434,-6.26985278581192,BCT,MKD,OTH,N,822G003108,822,TRUE
8220DB000818,818,O'Connell Avenue,Ascaill Uí Chonaill,O'Connell Avenue,Ascaill Uí Chonaill,Berkeley Road,E0822056,715209,735649,53.3584811208081,-6.26922394483134,BCT,MKD,OTH,SE,822G003109,822,TRUE
8220DB000819,819,Blessington Street,Sráid Bhaile Coimín,Blessington Street,Sráid Bhaile Coimín,Blessington Street,E0822056,715430,735412,53.3563040208489,-6.26599198569773,BCT,MKD,OTH,SE,822G003110,822,TRUE
8220DB000814,814,St Peter's Church,Séipéal N Peadar,St Peter's Church,Séipéal N Peadar,North Circular Road,E0822056,714746,735867,53.3605400151369,-6.27609704929995,BCT,MKD,OTH,NE,822G003111,822,TRUE
8220DB000801,801,Annamore Road,Bóthar Áth na mBó,Annamore Road,Bóthar Áth na mBó,North Circular Road,E0822058,713986,735507,53.3574704998113,-6.2876390824353,BCT,MKD,OTH,E,822G003112,822,TRUE
8220DB000811,811,Annamore Road,Bóthar Áth na mBó,Annamore Road,Bóthar Áth na mBó,North Circular Road,E0822058,713996,735518,53.3575671567867,-6.28748496819667,BCT,MKD,OTH,E,822G003112,822,TRUE
8220DB000812,812,Annamore Parade,Paráid Áth na mBó,Annamore Parade,Paráid Áth na mBó,North Circular Road,E0822058,714211,735601,53.3582663606523,-6.284226743738,BCT,MKD,OTH,E,822G003113,822,TRUE
8220DB000800,800,Annamore Parade,Paráid Áth na mBó,Annamore Parade,Paráid Áth na mBó,North Circular Road,E0822058,714186,735578,53.3580651515231,-6.2846104289481,BCT,MKD,OTH,W,822G003113,822,TRUE
8220DB000813,813,Charleville Road,Bóthar Charleville,Charleville Road,Bóthar Charleville,North Circular Road,E0822058,714426,735709,53.3591900460972,-6.28095937438322,BCT,MKD,OTH,NE,822G003114,822,TRUE
8220DB000799,799,Charleville Road,Bóthar Charleville,Charleville Road,Bóthar Charleville,North Circular Road,E0822058,714375,735672,53.3588687100101,-6.28173855104546,BCT,MKD,OTH,SW,822G003114,822,TRUE
8220DB000826,826,Carnlough Road,Bóthar Charnlaigh,Carnlough Road,Bóthar Charnlaigh,Carnlough Road,E0822019,713049,737015,53.371217854378,-6.30116950755918,BCT,MKD,OTH,W,822G003115,822,TRUE
8220DB000828,828,Broombridge Station,Stáis Dhr Broome,Broombridge Station,Stáis Dhr Broome,Carnlough Road,E0822019,713144,736998,53.3710448241108,-6.29974867792342,BCT,MKD,OTH,E,822G003115,822,TRUE
8220DB000069,69,Carnlough Road,Bóthar Charnlaigh,Carnlough Road,Bóthar Charnlaigh,Carnlough Road,E0822019,712904,737031,53.3713925640935,-6.30334171689525,BCT,MKD,OTH,E,822G003116,822,TRUE
8220DB000827,827,Ventry Park,Páirc Fhionntrá,Ventry Park,Páirc Fhionntrá,Carnlough Road,E0822019,712861,737019,53.3712939490655,-6.30399186938366,BCT,MKD,OTH,SW,822G003116,822,TRUE
8220DB000825,825,St Finbar's Road,Bóthar Fhionnbharra,St Finbar's Road,Bóthar Fhionnbharra,Carnlough Road,E0822019,713333,736934,53.3704294399324,-6.29693282591372,BCT,MKD,OTH,W,822G003117,822,TRUE
8220DB000829,829,St Finbar's Road,Bóthar Fhionnbharra,St Finbar's Road,Bóthar Fhionnbharra,Carnlough Road,E0822019,713401,736932,53.3703968945592,-6.29591219523143,BCT,MKD,OTH,E,822G003117,822,TRUE
8220DB000824,824,Bannow Road,Bóthar Bhanú,Bannow Road,Bóthar Bhanú,Carnlough Road,E0822019,713579,736864,53.3697478518934,-6.29326309496119,BCT,MKD,OTH,W,822G003118,822,TRUE
8220DB000892,892,Palmerston Road,,,,Palmerston Road,E0822015,716003,731145,53.3178491439146,-6.25895077581181,BCT,MKD,OTH,S,822G003119,822,TRUE
8220DB000899,899,Ormond Road South,,,,Palmerston Road,E0822015,715977,731169,53.3180704242057,-6.25933202916175,BCT,MKD,OTH,N,822G003119,822,TRUE
8220DB000850,850,Chelmsford Road,Bóthar Chelmsford,Chelmsford Road,Bóthar Chelmsford,Chelmsford Road,E0822020,716497,732074,53.3260857395309,-6.25119903116797,BCT,MKD,OTH,SW,822G003120,822,TRUE
8220DB000903,903,Chelmsford Road,Bóthar Chelmsford,Chelmsford Road,Bóthar Chelmsford,Chelmsford Road,E0822020,716412,732016,53.3255834292541,-6.25249565673744,BCT,MKD,OTH,NE,822G003120,822,TRUE
8220DB000849,849,Appian Way,Bealach Aipiach,Appian Way,Bealach Aipiach,Appian Way,E0822020,716710,732281,53.3278982725888,-6.24792700914133,BCT,MKD,OTH,SW,822G003121,822,TRUE
8220DB000904,904,Appian Way,Bealach Aipiach,Appian Way,Bealach Aipiach,Appian Way,E0822020,716650,732226,53.3274174409115,-6.24884751574078,BCT,MKD,OTH,NE,822G003121,822,TRUE
8220DB000897,897,Palmerston Road,Bóthar Bhaile Phámar,Palmerston Road,Bóthar Bhaile Phámar,Palmerston Road,E0822014,716050,730751,53.314299620262,-6.25838984601839,BCT,MKD,OTH,N,822G003122,822,TRUE
8220DB000893,893,Cowper Road,Bóthar Cowper,Cowper Road,Bóthar Cowper,Cowper Road,E0822015,715994,730947,53.3160725163363,-6.2591581800642,BCT,MKD,OTH,W,822G003123,822,TRUE
8220DB000894,894,Cowper Road,Bóthar Cowper,Cowper Road,Bóthar Cowper,Cowper Road,E0822015,715661,730841,53.3151931375335,-6.26419198051229,BCT,MKD,OTH,SW,822G003124,822,TRUE
8220DB001066,1066,Rathmines Rd Upper,Br Ráth Maonais Uach,Rathmines Rd Upper,Br Ráth Maonais Uach,Upper Rathmines Road,E0822014,715672,730681,53.3137534805829,-6.26408530832738,BCT,MKD,OTH,N,822G003125,822,TRUE
8220DB000895,895,Palmeston Villas,Bltní Bhaile Phámar,Palmeston Villas,Bltní Bhaile Phámar,Upper Rathmines Road,E0822014,715676,730701,53.3139322642579,-6.26401801846629,BCT,MKD,OTH,S,822G003125,822,TRUE
8220DB000896,896,Palmerston Park,Páirc Bhaile Phámar,Palmerston Park,Páirc Bhaile Phámar,Palmerston Park,E0822014,715855,730643,53.3133721496302,-6.26135424684808,BCT,MKD,OTH,E,822G003126,822,TRUE
8220DB000958,958,St. Donagh's,Naoimh Dhomhnaigh,St. Donagh's,Naoimh Dhomhnaigh,Kilbarrack Road,E0822045,722134,739433,53.3909165331479,-6.16378528809522,BCT,MKD,OTH,W,822G003127,822,TRUE
8220DB001009,1009,St. Donagh's Road,Bóthar Dhomhnaigh,St. Donagh's Road,Bóthar Dhomhnaigh,Kilbarrack Road,E0822045,722087,739451,53.3910890756575,-6.16448455072243,BCT,MKD,OTH,E,822G003127,822,TRUE
8220DB000959,959,Grange Road,Bóthar na Gráinsí,Grange Road,Bóthar na Gráinsí,Kilbarrack Road,E0822045,721926,739439,53.3910184657006,-6.16690837598947,BCT,MKD,OTH,W,822G003128,822,TRUE
8220DB001008,1008,Kilbarrack Road,Bóthar Chill Bharróg,Kilbarrack Road,Bóthar Chill Bharróg,Kilbarrack Road,E0822045,721924,739451,53.3911267142898,-6.16693379574114,BCT,MKD,OTH,E,822G003128,822,TRUE
8220DB000960,960,Tonlegee Road,Br Thóin le Gaoith,Tonlegee Road,Br Thóin le Gaoith,Tonlegee Road,E0822044,721595,739446,53.3911576199014,-6.17187930562012,BCT,MKD,OTH,W,822G003129,822,TRUE
8220DB000301,301,Eden Quay,Cé Éidin,Eden Quay,Cé Éidin,Eden Quay,E0822013,716076,734502,53.3479883676,-6.25662624092325,BCT,MKD,OTH,W,822G003130,822,TRUE
8220DB000305,305,Quay Wall,,,,Eden Quay,E0822013,715951,734456,53.3476025640788,-6.25851953896298,BCT,MKD,OTH,W,822G003132,822,TRUE
8220DB000304,304,Eden Quay,Cé Éidin,Eden Quay,Cé Éidin,Eden Quay,E0822013,715966,734479,53.3478058809037,-6.25828594354754,BCT,MKD,OTH,E,822G003132,822,TRUE
8220DB000300,300,Liberty Hall,Halla na Saoirse,Liberty Hall,Halla na Saoirse,Eden Quay,E0822013,716133,734538,53.3482992408586,-6.25575737577466,BCT,MKD,OTH,E,822G003133,822,TRUE
8220DB000299,299,Eden Quay,Cé Éidin,Eden Quay,Cé Éidin,Eden Quay,E0822013,716108,734531,53.3482418474457,-6.25613523566336,BCT,MKD,OTH,E,822G003133,822,TRUE
8220DB000298,298,Eden Quay,Cé Éidin,Eden Quay,Cé Éidin,Eden Quay,E0822013,716091,734526,53.3482006633743,-6.25639226781083,BCT,MKD,OTH,E,822G003133,822,TRUE
8220DB000417,417,Merrion Road,Bóthar Mhuirfean,Merrion Road,Bóthar Mhuirfean,Merrion Road,E0822029,718173,732295,53.3276995856506,-6.22597042048855,BCT,MKD,OTH,SE,822G003134,822,TRUE
8220DB000618,618,Newcomen Bridge,Droichead Newcomen,Newcomen Bridge,Droichead Newcomen,North Strand Road,E0822082,716845,735424,53.3561011779667,-6.24474206760325,BCT,MKD,OTH,SW,822G003135,822,TRUE
8220DB000619,619,Amiens Street,Sráid Amiens,Amiens Street,Sráid Amiens,Amiens Street,E0822081,716680,735191,53.3540446250405,-6.24730533351984,BCT,MKD,OTH,SW,822G003136,822,TRUE
8220DB000515,515,Portland Row,Rae Portland,Portland Row,Rae Portland,Amiens Street,E0822081,716629,735133,53.3535348728243,-6.24809240079498,BCT,MKD,OTH,NE,822G003136,822,TRUE
8220DB000621,621,Talbot Street,Sráid Thalbóid,Talbot Street,Sráid Thalbóid,Talbot Street,E0822013,716093,734784,53.3505177759151,-6.25626764847564,BCT,MKD,OTH,E,822G003137,822,TRUE
8220DB000613,613,Marino Crescent Park,Páirc Chorrán Marino,Marino Crescent Park,Páirc Chorrán Marino,Howth Road,E0822038,718015,736401,53.3646174709891,-6.22681099838462,BCT,MKD,OTH,SW,822G003138,822,TRUE
8220DB000525,525,Howth Road,Bóthar Bhinn Éadair,Howth Road,Bóthar Bhinn Éadair,Howth Road,E0822038,718046,736440,53.3649608735109,-6.22633091116316,BCT,MKD,OTH,NE,822G003138,822,TRUE
8220DB000614,614,Fairview,Fionnradharc,Fairview,Fionnradharc,Fairview,E0822051,717573,736281,53.3636380024129,-6.23349323029596,BCT,MKD,OTH,SW,822G003139,822,TRUE
8220DB000615,615,Annesley Bridge,Droichead Annesley,Annesley Bridge,Droichead Annesley,Annesley Bridge Road,E0822051,717321,736082,53.3619064164541,-6.23735129893034,BCT,MKD,OTH,SW,822G003140,822,TRUE
8220DB000521,521,Annesley Bridge,Br Dhr Annesley,Annesley Bridge,Droichead Annesley,Annesley Bridge Road,E0822051,717280,736051,53.3616370470482,-6.23797846068553,BCT,MKD,OTH,NE,822G003140,822,TRUE
8220DB000641,641,Edenmore Green,Faiche Éadan Mór,Edenmore Green,Faiche Éadan Mór,Edenmore Grove,E0822044,720911,738835,53.3858263828451,-6.18239108146194,BCT,MKD,OTH,SE,822G003141,822,TRUE
8220DB000627,627,Edenmore Green,Faiche Éadan Mór,Edenmore Green,Faiche Éadan Mór,Edenmore Grove,E0822044,720938,738789,53.385407017017,-6.18200303261637,BCT,MKD,OTH,SE,822G003141,822,TRUE
8220DB000639,639,Edenmore Park,Páirc Éadan Mór,Edenmore Park,Páirc Éadan Mór,Edenmore Park,E0822044,720620,738884,53.3863330185323,-6.18674446075596,BCT,MKD,OTH,NE,822G003142,822,TRUE
8220DB000629,629,Edenmore Drive,Céide Éadan Mór,Edenmore Drive,Céide Éadan Mór,Edenmore Park,E0822044,720671,738907,53.3865279695229,-6.18596942471494,BCT,MKD,OTH,SW,822G003142,822,TRUE
8220DB000638,638,Edenmore Avenue,Ascaill Éadan Mór,Edenmore Avenue,Ascaill Éadan Mór,Springdale Road,E0822044,720510,738929,53.3867623213242,-6.18837999607754,BCT,MKD,OTH,SE,822G003143,822,TRUE
8220DB000630,630,Springdale Road,Gleanntán an Tobair,Springdale Road,Gleanntán an Tobair,Springdale Road,E0822044,720446,738981,53.3872439958511,-6.18932175227289,BCT,MKD,OTH,NW,822G003143,822,TRUE
8220DB000636,636,Glenfarne Road,Br Ghleann Fearna,Glenfarne Road,Br Ghleann Fearna,Glenwood Road,E0822044,720613,739165,53.3888586595165,-6.18674234809099,BCT,MKD,OTH,W,822G003144,822,TRUE
8220DB000633,633,Tonlegee Drive,Cde Thóin le Gaoith,Tonlegee Drive,Cde Thóin le Gaoith,Tonlegee Drive,E0822044,720437,739248,53.3896443404821,-6.18935518044481,BCT,MKD,OTH,E,822G003144,822,TRUE
8220DB000646,646,Harmonstown Train Station,,,,Harmonstown Road,E0822050,720322,738089,53.3792599530211,-6.19152449070188,BCT,MKD,OTH,SW,822G003145,822,TRUE
8220DB000623,623,Harmonstown Train Station,,,,Harmonstown Road,E0822050,720351,738117,53.3795048580318,-6.19107818844626,BCT,MKD,OTH,NE,822G003145,822,TRUE
8220DB000624,624,Ribh Road,Bóthar Loch Rí,Ribh Road,Bóthar Loch Rí,Harmonstown Road,E0822050,720479,738196,53.38018530713,-6.18912523804651,BCT,MKD,OTH,NE,822G003146,822,TRUE
8220DB000645,645,Ribh Road,Bóthar Loch Rí,Ribh Road,Bóthar Loch Rí,Harmonstown Road,E0822050,720512,738195,53.3801688019244,-6.18862988048628,BCT,MKD,OTH,SW,822G003146,822,TRUE
8220DB000626,626,Edenmore Green,Faiche Éadan Mór,Edenmore Green,Faiche Éadan Mór,Edenmore Green,E0822044,720804,738684,53.3844945184151,-6.18405641915907,BCT,MKD,OTH,NE,822G003147,822,TRUE
8220DB000642,642,Edenmore Green,Faiche Éadan Mór,Edenmore Green,Faiche Éadan Mór,Edenmore Green,E0822044,720866,738712,53.384731848305,-6.18311422897616,BCT,MKD,OTH,SW,822G003147,822,TRUE
8220DB000599,599,Raheny Library,Leabharlann,Raheny Library,Leabharlann,Howth Road,E0822042,721546,738236,53.3803003189176,-6.17308107835305,BCT,MKD,OTH,W,822G003148,822,TRUE
8220DB000600,600,Raheny,Ráth Eanaigh,Raheny,Ráth Eanaigh,Howth Road,E0822042,721344,738225,53.3802479252381,-6.17611981052539,BCT,MKD,OTH,W,822G003149,822,TRUE
8220DB000601,601,Cill Eanna,Cill Éanna,Cill Eanna,Cill Éanna,Howth Road,E0822042,721111,738105,53.3792234833174,-6.17966599663793,BCT,MKD,OTH,SW,822G003150,822,TRUE
8220DB000602,602,Wade's Avenue,Ascaill Wade,Wade's Avenue,Ascaill Wade,Howth Road,E0822042,720889,737979,53.3781425247901,-6.1830490710099,BCT,MKD,OTH,W,822G003151,822,TRUE
8220DB000598,598,Avondale Park,Páirc Avondale,Avondale Park,Páirc Avondale,Howth Road,E0822042,721800,738192,53.3798466295595,-6.16928237742033,BCT,MKD,OTH,W,822G003152,822,TRUE
8220DB000540,540,Lonsdale ,Lonsdale,Lonsdale ,Lonsdale ,Howth Road,E0822042,722738,738382,53.3813362763679,-6.1551179435333,BCT,MKD,OTH,E,822G003153,822,TRUE
8220DB000594,594,Lonsdale ,Lonsdale,Lonsdale ,Lonsdale ,Howth Road,E0822042,722709,738362,53.3811633655567,-6.15556136213264,BCT,MKD,OTH,W,822G003153,822,TRUE
8220DB000595,595,Foxfield,Gort an tSionnaigh,Foxfield,Gort an tSionnaigh,Howth Road,E0822042,722466,738293,53.3805999504412,-6.15923856299832,BCT,MKD,OTH,W,822G003154,822,TRUE
8220DB000597,597,Maywood,Maywood,Maywood,Maywood,Howth Road,E0822042,722044,738204,53.3798981358401,-6.16561235536735,BCT,MKD,OTH,W,822G003155,822,TRUE
8220DB000538,538,Maywood,Maywood,Maywood,Maywood,Howth Road,E0822042,722133,738233,53.3801380645862,-6.16426418318854,BCT,MKD,OTH,E,822G003155,822,TRUE
8220DB000608,608,Killester,Cill Easra,Killester,Cill Easra,Howth Road,E0822037,719484,737157,53.3710783844633,-6.20446531476562,BCT,MKD,OTH,W,822G003156,822,TRUE
8220DB000530,530,Killester,Cill Easra,Killester,Cill Easra,Howth Road,E0822037,719513,737174,53.3712245323444,-6.20402332968282,BCT,MKD,OTH,E,822G003156,822,TRUE
8220DB000529,529,Collins Avenue,Ascaill Uí Choileáin,Collins Avenue,Ascaill Uí Choileáin,Howth Road,E0822037,719276,737096,53.3705774149451,-6.20761234516729,BCT,MKD,OTH,NE,822G003157,822,TRUE
8220DB000610,610,Ashbrook,Srn na Fuinseoige,Ashbrook,Srn na Fuinseoige,Howth Road,E0822038,719021,736843,53.3683623013066,-6.21153745527438,BCT,MKD,OTH,SW,822G003158,822,TRUE
8220DB000611,611,Hollybrook Park,Sruthán an Chuilinn,Hollybrook Park,Sruthán an Chuilinn,Howth Road,E0822038,718540,736652,53.366754679119,-6.21883292211135,BCT,MKD,OTH,W,822G003159,822,TRUE
8220DB000603,603,Ennafort Park,Páirc Dhún Éanna,Ennafort Park,Páirc Dhún Éanna,Howth Road,E0822042,720600,737887,53.3773821590087,-6.18742542966496,BCT,MKD,OTH,W,822G003160,822,TRUE
8220DB000658,658,Waterfall Road,Bóthar an Easa,Waterfall Road,Bóthar an Easa,All Saints Road,E0822042,720892,737627,53.3749800484815,-6.18313861991685,BCT,MKD,OTH,W,822G003161,822,TRUE
8220DB000663,663,Saint Peters School,Scoil Naomh Peadar,Saint Peters School,Scoil Naomh Peadar,Collins Avenue East,E0822033,718636,737546,53.3747635383726,-6.21705581024784,BCT,MKD,OTH,NW,822G003162,822,TRUE
8220DB004382,4382,Donnycarney Church,Séip Dhomh Cearna,Donnycarney Church,Séip Dhomh Cearna,Malahide Road,E0822033,718461,737564,53.3749644657464,-6.21967769392803,BCT,MKD,OTH,NE,822G003163,822,TRUE
8220DB000664,664,Donnycarney Church,Séip Dhomh Cearna,Donnycarney Church,Séip Dhomh Cearna,Malahide Road,E0822033,718473,737537,53.3747192481248,-6.21950756213934,BCT,MKD,OTH,SW,822G003163,822,TRUE
8220DB000654,654,Watermill Road,Bóthar an Mhuilinn Uisce,Watermill Road,Br an Mhuilinn Uisce,Watermill Road,E0822042,721287,738108,53.379210075798,-6.17702098083078,BCT,MKD,OTH,E,822G003164,822,TRUE
8220DB000657,657,All Saints Park,Páirc na Naomh,All Saints Park,Páirc na Naomh,All Saints Park,E0822042,721169,737697,53.3755453978778,-6.17895111704479,BCT,MKD,OTH,S,822G003165,822,TRUE
8220DB000672,672,Donnycarney Road,Br Dhomhnach Cearna,Donnycarney Road,Br Dhomhnach Cearna,Malahide Road,E0822033,718372,737395,53.3734663500286,-6.22107782075337,BCT,MKD,OTH,NE,822G003167,822,TRUE
8220DB000674,674,Parnell Park,Páirc Parnell,Parnell Park,Páirc Parnell,Collins Avenue East,E0822033,718701,737539,53.3746860705057,-6.21608209235965,BCT,MKD,OTH,E,822G003168,822,TRUE
8220DB000669,669,Malahide Road,Bóthar Mhullach Íde,Malahide Road,Bóthar Mhullach Íde,Malahide Road,E0822032,717886,736587,53.3663170047508,-6.22867890531785,BCT,MKD,OTH,NE,822G003169,822,TRUE
8220DB000665,665,Casino Park,Páirc an Chasaíne,Casino Park,Páirc an Chasaíne,Malahide Road,E0822038,718305,737282,53.3724663177933,-6.22212646122623,BCT,MKD,OTH,SW,822G003170,822,TRUE
8220DB000671,671,Nazareth House,TA Nazareth,Nazareth House,TA Nazareth,Malahide Road,E0822038,718175,737084,53.3707168419685,-6.22415305315518,BCT,MKD,OTH,NE,822G003171,822,TRUE
8220DB000666,666,Mount Temple School,Sc Cnn an Teampaill,Mount Temple School,Sc Cnn an Teampaill,Malahide Road,E0822038,718169,737030,53.3702331241213,-6.22426334784653,BCT,MKD,OTH,SW,822G003171,822,TRUE
8220DB000668,668,Marino Crescent Park,Páirc Chorrán Marino,Marino Crescent Park,Páirc Chorrán Marino,Malahide Road,E0822032,717843,736392,53.3645749808588,-6.22939731689476,BCT,MKD,OTH,SW,822G003172,822,TRUE
8220DB000653,653,Raheny,Ráth Eanaigh,Raheny,Ráth Eanaigh,Main Street Raheny,E0822042,721398,738139,53.3794630466244,-6.17534163896221,BCT,MKD,OTH,NE,822G003173,822,TRUE
8220DB000634,634,Tonlegee Avenue,Asc Thóin le Gaoith,Tonlegee Avenue,Asc Thóin le Gaoith,Tonlegee Avenue,E0822044,720782,739327,53.3902751966525,-6.18414110921006,BCT,MKD,OTH,N,822G003174,822,TRUE
8220DB000635,635,Glenwood Road,Br Ghleann na Coille,Glenwood Road,Br Ghleann na Coille,Glenwood Road,E0822044,720800,739188,53.3890225360658,-6.18392380127648,BCT,MKD,OTH,W,822G003175,822,TRUE
8220DB000648,648,Brookwood Rise,,,,Brookwood Rise,E0822050,720043,737892,53.3775538513916,-6.19579047834062,BCT,MKD,OTH,SW,822G003176,822,TRUE
